datetime,PM2.5,NO2,SO2,wind_speed,wind_direction,humidity,temperature,pressure,solar_radiation,rainfall,PM10,hour_sin,hour_cos,month_sin,month_cos,day_sin,day_cos,u_wind,v_wind,PM2.5_lag_1,PM2.5_lag_2,PM2.5_lag_6,PM2.5_lag_12,PM2.5_lag_24,PM2.5_roll_mean_3h,PM2.5_roll_std_3h,PM2.5_roll_mean_24h,PM10_lag_1,PM10_lag_2,PM10_lag_6,PM10_lag_12,PM10_lag_24,PM10_roll_mean_3h,PM10_roll_std_3h,PM10_roll_mean_24h,temperature_lag_1,temperature_lag_2,temperature_lag_6,temperature_lag_12,temperature_lag_24,temperature_roll_mean_3h,temperature_roll_std_3h,temperature_roll_mean_24h,humidity_lag_1,humidity_lag_2,humidity_lag_6,humidity_lag_12,humidity_lag_24,humidity_roll_mean_3h,humidity_roll_std_3h,humidity_roll_mean_24h,wind_speed_lag_1,wind_speed_lag_2,wind_speed_lag_6,wind_speed_lag_12,wind_speed_lag_24,wind_speed_roll_mean_3h,wind_speed_roll_std_3h,wind_speed_roll_mean_24h
2025-01-01 05:00:00,1.2,57.7,99.5,0.0,35.37,99.9,24.94,1008.85,0.0,0.0,4.24,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.0,-0.0,1.0,0.8,0.8,1.0,1.0,0.8999999999999999,0.16733200530681508,0.9090909090909091,3.95,3.66,3.66,3.95,3.95,3.8049999999999997,0.24263140769488198,3.8181818181818183,25.02,25.13,25.58,26.16,26.16,25.231666666666666,0.2349822688346197,25.528181818181817,99.9,99.9,99.9,99.35,99.35,99.9,3.3527612686157227e-08,99.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:30:00,1.2,58.3,97.1,0.0,105.68,99.9,24.84,1009.11,0.0,0.0,4.24,0.9914448613738104,0.1305261922200517,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.0,0.0,1.2,1.0,0.8,1.0,1.0,0.9666666666666667,0.19663841605003496,0.9333333333333332,4.24,3.95,3.66,3.95,3.95,3.901666666666667,0.2851257032725508,3.8533333333333335,24.94,25.02,25.5,26.16,26.16,25.121666666666666,0.23869785643500208,25.47083333333333,99.9,99.9,99.9,99.35,99.35,99.9,3.3527612686157227e-08,99.84500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 06:00:00,1.2,58.7,106.7,0.0,304.61,99.9,24.85,1009.07,0.0,0.0,4.24,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,-0.0,1.2,1.2,0.8,1.0,1.0,1.0333333333333334,0.19663841605003496,0.9538461538461539,4.24,4.24,3.66,3.95,3.95,3.9983333333333335,0.2851257032725508,3.8830769230769233,24.84,24.94,25.46,26.16,26.16,25.02,0.19089263998383216,25.423076923076923,99.9,99.9,99.9,99.35,99.35,99.9,3.3527612686157227e-08,99.84923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 06:30:00,1.1,59.2,115.5,0.0,327.18,99.9,25.05,1009.03,0.48,0.0,4.1,0.9914448613738104,-0.1305261922200516,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,-0.0,1.2,1.2,0.8,1.2,1.0,1.0833333333333333,0.16020819787597224,0.9642857142857143,4.24,4.24,3.66,4.24,3.95,4.071666666666666,0.23241485896273228,3.8985714285714286,24.85,24.84,25.34,26.07,26.16,24.971666666666668,0.11548448669264291,25.396428571428572,99.9,99.9,99.9,99.79,99.35,99.9,3.3527612686157227e-08,99.85285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 07:00:00,1.4,59.0,112.2,0.0,316.84,99.9,25.5,1009.35,47.49,0.0,4.53,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,-0.0,1.1,1.2,0.8,0.8,1.0,1.1833333333333333,0.13291601358251268,0.9933333333333334,4.1,4.24,3.66,3.66,3.95,4.216666666666667,0.19211107897949778,3.9406666666666665,25.05,24.85,25.13,25.92,26.16,25.033333333333335,0.24410380305653484,25.403333333333332,99.9,99.9,99.9,99.9,99.35,99.9,3.3527612686157227e-08,99.85600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 07:30:00,1.2,58.5,120.0,0.0,198.01,99.79,26.4,1009.75,146.96,0.0,4.24,0.9238795325112868,-0.3826834323650895,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,0.0,1.4,1.1,1.0,0.8,1.0,1.2166666666666666,0.09831920802501772,1.00625,4.53,4.1,3.95,3.66,3.95,4.265,0.14138599647772815,3.959375,25.5,25.05,25.02,25.69,26.16,25.263333333333332,0.60796929747041,25.465625,99.9,99.9,99.9,99.9,99.35,99.88166666666667,0.044907311951037795,99.851875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 08:00:00,1.4,60.3,109.0,0.0,258.17,99.7,26.86,1010.11,171.68,0.0,4.53,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,0.0,1.2,1.4,1.2,0.8,1.0,1.25,0.12247448713915919,1.0294117647058822,4.24,4.53,4.24,3.66,3.95,4.3133333333333335,0.176370821471883,3.992941176470588,26.4,25.5,24.94,25.58,26.16,25.583333333333332,0.8577334473288681,25.54764705882353,99.79,99.9,99.9,99.9,99.35,99.84833333333334,0.08495096624917495,99.8429411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 08:30:00,1.0,59.1,100.8,0.0,265.43,97.17,27.45,1010.26,360.39,0.0,3.95,0.7933533402912352,-0.6087614290087207,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,0.0,1.4,1.2,1.2,0.8,1.0,1.2166666666666666,0.16020819787597232,1.0277777777777777,4.53,4.24,4.24,3.66,3.95,4.265,0.23158151912447633,3.9905555555555554,26.86,26.4,24.84,25.5,26.16,26.01833333333333,1.04643044043389,25.653333333333332,99.7,99.79,99.9,99.9,99.35,99.39333333333333,1.0922209788621884,99.69444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 09:00:00,0.6,58.2,88.4,0.0,243.92,89.81,28.82,1010.36,473.34,0.0,3.37,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,0.0,1.0,1.4,1.2,0.8,1.0,1.1166666666666665,0.29944392908634265,1.0052631578947369,3.95,4.53,4.24,3.66,3.95,4.12,0.4341428336388846,3.9578947368421056,27.45,26.86,24.85,25.46,26.16,26.680000000000003,1.3662064265695741,25.82,97.17,99.7,99.9,99.9,99.35,97.71166666666666,4.0144808713788525,99.1742105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 09:30:00,0.5,56.6,82.8,0.0,256.54,85.8,29.2,1010.26,569.26,0.0,3.22,0.6087614290087209,-0.793353340291235,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.6,1.0,1.1,0.8,1.0,1.0166666666666666,0.39200340134578743,0.9800000000000001,3.37,3.95,4.1,3.66,3.95,3.973333333333333,0.5697250798996538,3.9210000000000003,28.82,27.45,25.05,25.34,26.16,27.371666666666666,1.4251795208557683,25.988999999999997,89.81,97.17,99.9,99.9,99.35,95.36166666666668,6.0752659749731714,98.50550000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 10:00:00,0.4,56.1,74.9,0.0,274.58,86.57,29.25,1010.11,347.64,0.0,3.08,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,-0.0,0.5,0.6,1.4,0.8,1.0,0.85,0.40865633483405056,0.9523809523809523,3.22,3.37,4.53,3.66,3.95,3.731666666666667,0.5934110436001904,3.880952380952381,29.2,28.82,25.5,25.13,26.16,27.996666666666666,1.251953140763137,26.14428571428571,85.8,89.81,99.9,99.9,99.35,93.14,6.50578819206405,97.93714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 10:30:00,0.5,57.4,77.7,0.0,280.67499999999995,83.85499999999999,30.25,1009.875,390.06,0.0,3.22,0.3826834323650899,-0.9238795325112867,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,-0.0,0.4,0.5,1.2,1.0,1.0,0.7333333333333334,0.3881580434135897,0.9318181818181818,3.08,3.22,4.24,3.95,3.95,3.561666666666667,0.5640360508572719,3.850909090909091,29.25,29.2,26.4,25.02,26.16,28.638333333333332,1.256557466519812,26.33090909090909,86.57,85.8,99.79,99.9,99.35,90.48416666666667,6.5006833615141275,97.29704545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 11:00:00,0.5,58.0,73.3,0.0,286.77,81.14,31.25,1009.64,432.48,0.0,3.22,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,-0.0,0.5,0.4,1.4,1.2,1.0,0.5833333333333334,0.21369760566432675,0.9130434782608695,3.22,3.08,4.53,4.24,3.95,3.3433333333333337,0.31104126200018395,3.823478260869565,30.25,29.25,26.86,24.94,26.16,29.37,1.2915881696578175,26.54478260869565,83.85499999999999,86.57,99.7,99.9,99.35,87.39083333333333,5.590420750414631,96.5945652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 11:30:00,0.6,58.8,75.1,0.0,224.76,81.35,31.31,1009.43,299.66,0.0,3.37,0.130526192220052,-0.9914448613738104,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.5,0.5,1.0,1.2,1.0,0.5166666666666667,0.07527726527090384,0.9,3.22,3.22,3.95,4.24,3.95,3.2466666666666666,0.10984838035522916,3.8045833333333334,31.25,30.25,27.45,24.84,26.16,30.013333333333335,1.0894891769387638,26.743333333333336,81.14,83.85499999999999,97.17,99.9,99.35,84.75416666666666,3.329009487319977,95.95937500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 12:00:00,0.5,58.7,82.2,0.0,215.26,83.3,30.83,1009.38,304.57,0.0,3.22,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0,0.0,0.6,0.5,0.6,1.2,1.0,0.5,0.06324555320336239,0.884,3.37,3.22,3.37,4.24,3.95,3.221666666666667,0.09174239296348832,3.7812,31.31,31.25,28.82,24.85,26.16,30.34833333333333,0.94915576522861,26.906799999999997,81.35,81.14,89.81,99.9,99.35,83.66916666666665,2.231650547614119,95.45300000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 12:30:00,0.7,59.3,85.4,0.0,167.06,85.53,30.92,1009.02,288.4,0.0,3.51,-0.13052619222005177,-0.9914448613738104,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.0,0.0,0.5,0.6,0.5,1.1,1.2,0.5333333333333333,0.1032795558988614,0.8769230769230769,3.22,3.37,3.22,4.1,4.24,3.27,0.14913081505845927,3.770769230769231,30.83,31.31,29.2,25.05,26.07,30.635,0.7771164648880139,27.061153846153847,83.3,81.35,85.8,99.9,99.79,83.62416666666667,2.1822658331803666,95.07134615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
